Time,Stock 0 Ground Truth,Stock 0 Prediction,Stock 1 Ground Truth,Stock 1 Prediction,Stock 2 Ground Truth,Stock 2 Prediction,Stock 3 Ground Truth,Stock 3 Prediction,Stock 4 Ground Truth,Stock 4 Prediction,Stock 5 Ground Truth,Stock 5 Prediction,Stock 6 Ground Truth,Stock 6 Prediction,Stock 7 Ground Truth,Stock 7 Prediction
118,-0.009620296,0.7456131,-0.0013827272,0.92023695,-0.0016455986,0.8169327,0.010934964,0.748718,0.004154627,0.8517707,0.010377081,0.74946713,0.0046613356,0.7752858,-0.006465985,0.9025262
119,0.0031158559,0.735186,0.0027693466,0.92300695,0.004464383,0.8160075,0.002950092,0.7456358,0.0022174928,0.85174704,0.0011405493,0.746367,0.015658058,0.7772044,0.0065080663,0.9022535
120,-0.007674104,0.7423786,-0.0041436455,0.9288853,-0.003145742,0.82089865,0.013724926,0.7466795,0.008699112,0.854621,-0.013677981,0.75252527,0.0076139346,0.7851492,-0.0010782325,0.9013401
121,-0.012336784,0.73992133,-0.011094963,0.9295566,-0.014331729,0.8175353,-0.015473103,0.75405955,-0.009940206,0.8613597,-0.020030254,0.74637043,0.0032113804,0.7919192,0.015102424,0.8963756
122,0.024421535,0.7311742,0.018232398,0.91029596,0.014609984,0.8077196,0.014734765,0.73550946,0.002510605,0.8492102,0.01650851,0.73084307,0.011672972,0.7892454,0.02337997,0.8944107
123,-0.011828104,0.7347723,0.002755153,0.9200435,-0.014742848,0.8156686,-0.012584933,0.7453046,-0.010898841,0.8532876,-0.026681617,0.73704726,-0.019542148,0.79729056,0.012460825,0.90020084
124,0.0033147405,0.7350791,0.012362626,0.91749096,0.0023661214,0.8128846,0.02254925,0.7412096,0.004318167,0.8490139,-0.0011913844,0.7273497,0.0064544645,0.78151286,-0.011282268,0.9008673
125,-0.0005515092,0.7403308,0.0040705525,0.92490536,-0.003609987,0.8122992,0.05081383,0.74153125,0.0026685195,0.8565927,0.0007956466,0.72105485,0.011694064,0.7819051,0.022822084,0.8959395
126,0.021487916,0.7292082,0.0013510229,0.92365485,0.0041106753,0.80311304,-0.0018245956,0.7566962,-0.000592063,0.852408,0.0043718307,0.7124682,-0.0057794466,0.78942126,-0.0050708265,0.9079694
127,-0.019597461,0.7483399,-0.012145742,0.92432773,-0.009437632,0.8073406,0.004570385,0.7561795,-0.012131387,0.8561635,-0.008706924,0.7127032,-0.019126037,0.79062146,-0.0030588212,0.91001534
128,0.00036773455,0.7319032,0.016393434,0.9222004,0.010158509,0.8010329,0.0018196146,0.76737016,0.0032942663,0.8384654,0.0015970122,0.7035624,0.0055435053,0.7838861,0.0061353547,0.91648114
129,0.004581724,0.75036174,0.0013436987,0.9384525,0.0061032013,0.8100945,0.021799114,0.78175807,0.006717776,0.8421655,-0.002789566,0.70718884,-0.007795031,0.7995381,-0.022357162,0.93383735
130,0.008212599,0.7560915,0.0013429929,0.9522879,0.0032402724,0.81343454,0.031999197,0.8113681,0.010231873,0.85400546,0.011990276,0.7105351,0.0049825055,0.807615,-0.0062374556,0.9425094
131,0.019728692,0.76437366,0.0067016967,0.9558238,0.0014435783,0.8088759,-0.008613269,0.8262154,0.017613433,0.8585142,0.0059241066,0.7160399,0.0026691908,0.80625093,-0.012552129,0.9384455
132,0.0021294262,0.76462114,0.0,0.9614778,0.013928444,0.811218,-0.009556134,0.8308017,0.0028843575,0.89431554,-0.009422503,0.7196627,-0.01939516,0.8070056,0.0010588614,0.9329731
133,0.013637896,0.76700515,-0.0013312352,0.96127963,0.008594294,0.8133122,0.020175647,0.82308424,0.010643343,0.89649117,0.0023783431,0.7126249,0.0029083127,0.7872909,-0.010581665,0.9273234
134,0.0048921797,0.77263874,0.003999998,0.9628053,0.0034895923,0.82157594,0.012897672,0.8303894,-0.0059770215,0.90301687,0.020957103,0.7161571,0.00792766,0.78112257,0.002139214,0.92107457
135,0.016867312,0.77209014,-0.0132798245,0.9617956,0.0034762633,0.8176635,-0.0042444803,0.83352005,0.003722185,0.8798194,-0.022850914,0.7289548,-0.02225317,0.7794363,-0.0010678759,0.9167277
136,-0.0020526925,0.7928614,0.010766437,0.9586898,0.006263707,0.8334481,-0.0042625726,0.83592314,0.0072738,0.88932556,0.0063409796,0.7298554,-0.002746698,0.77307326,0.0064107236,0.9111311
137,0.0015420716,0.79483926,-0.0013312352,0.95877373,-0.0045034233,0.83419967,-0.01113041,0.84189665,-0.0015578656,0.9024059,-0.0003932487,0.7323084,0.01888729,0.76502275,0.0010611096,0.9068316
138,-0.0049609737,0.80012345,-0.0053329472,0.95964396,-0.00046535506,0.83978885,0.0,0.8388062,0.0,0.8971501,-0.0047286563,0.7371969,-0.012357298,0.7760172,-0.0042410367,0.9071604
139,-0.00017183076,0.79535186,-0.05630016,0.95315105,0.012111715,0.83942723,0.010389397,0.8482268,0.0055310866,0.8992885,0.0043545277,0.74354696,0.0043007466,0.7734135,0.0031946,0.8996942
140,-0.0013757794,0.7959002,-0.0056825005,0.90209484,0.0042735827,0.84924585,0.009426367,0.84301925,-0.0012687754,0.9012742,0.0015767863,0.73282236,0.008370253,0.7671842,0.002123253,0.8982649
141,0.014293338,0.79345906,-0.017142853,0.8991355,0.0047135083,0.8556988,-0.007640755,0.8488165,0.0059315083,0.8986184,-0.00747743,0.74634844,-0.010424165,0.7791749,-0.026483204,0.9003046
142,-0.007980187,0.8092478,-0.014534461,0.89310116,-0.018896462,0.85678697,-0.008554322,0.85441196,-0.006739185,0.8994065,-0.0091186855,0.7351765,0.014045349,0.78257924,0.0043528504,0.8988561
143,0.013178091,0.8080182,-0.0029502076,0.8875796,-0.007040938,0.84940565,0.01725619,0.85246634,-0.00070663355,0.89714694,-0.0108047,0.72854096,-0.083877854,0.79072195,-0.008668036,0.89696616
144,-0.0135129765,0.80797184,0.0,0.88763267,-0.0051504765,0.8432053,0.00763428,0.85684574,0.0019806204,0.8930022,-0.0052588135,0.7072448,-0.013020141,0.7447139,0.0010935522,0.8968904
145,0.0017120644,0.8057439,0.004437868,0.8864983,0.008875443,0.84530765,0.0067331134,0.86083,0.0057873735,0.9001346,0.011386587,0.691707,-0.019787854,0.7315593,0.016375,0.8938856
146,-0.014359109,0.7971425,-0.005890657,0.88123494,0.047250587,0.8442314,0.117057934,0.857793,-0.00042117518,0.8956716,-0.000402898,0.6883016,-0.003038837,0.71827006,-0.01611118,0.89780855
147,0.008498374,0.7932002,-0.0014822654,0.8764073,-0.009990718,0.8686178,-0.023952875,0.89171857,-0.005054592,0.88988954,0.0056321793,0.7063073,0.0071856882,0.7170377,-0.007641853,0.8898851
148,0.0061906334,0.7945285,0.044511467,0.8727378,0.005270051,0.863978,0.007668714,0.8968856,0.0046567116,0.89128214,0.0155995805,0.70543444,0.006701462,0.7156496,0.017601801,0.88489646
149,0.025978535,0.7985954,-0.0071026096,0.88038266,0.015474979,0.86789626,-0.00076041603,0.903893,0.004354457,0.9027657,0.01299793,0.72436213,-0.003436286,0.72098464,-0.019459678,0.88481206
150,-0.0028318649,0.80258876,-0.0014313073,0.8789314,0.007996909,0.8721962,-0.02513346,0.90303457,0.0015386922,0.89801013,-0.01594059,0.7232916,0.004739914,0.7041421,0.0066145523,0.86991686
151,-0.0015034289,0.80357325,-0.031518213,0.8797569,0.0061212573,0.88802725,-0.01640663,0.9070396,-0.009076892,0.8941898,-0.09047866,0.72004807,-0.006432764,0.7061998,-0.017524768,0.87152416
152,-0.029111004,0.8064938,-0.011834674,0.874015,-0.035638656,0.8885647,-0.021445403,0.9017788,-0.025366548,0.8869356,-0.024326168,0.6527909,-0.011656357,0.6970982,-0.026755434,0.8617166
153,-0.0018964688,0.7944763,-0.008982035,0.8706546,0.013906722,0.872431,-0.015421617,0.9087282,0.0011568499,0.8779446,-0.0044528362,0.6532628,0.018782007,0.6917559,-0.009163307,0.84948015
154,0.016401699,0.7965529,0.01812682,0.8648257,0.0150500145,0.8783522,0.023907188,0.903133,0.011987116,0.8815157,-0.008049442,0.642368,0.007716666,0.69641984,0.042774603,0.8410244
155,0.019026019,0.7975605,-0.029672738,0.86970985,0.010947056,0.88402826,0.012077295,0.90496796,-0.0012838043,0.8844115,-0.024797363,0.64465404,-0.0080836285,0.69185907,-0.005544199,0.85986376
156,0.011000885,0.814884,-0.009174304,0.86504066,-0.004022089,0.8965216,-0.0107397605,0.9096696,0.010288241,0.8811157,0.0013863678,0.6401589,0.013510668,0.6915509,0.0033452688,0.8597722
157,0.02555738,0.815723,-0.023148129,0.86049175,-0.019198619,0.8887485,-0.026939925,0.89613384,-0.01258861,0.8799196,-0.008309583,0.63491565,0.010157015,0.68955016,-0.03111097,0.8614693
158,0.013986813,0.8352674,0.0,0.8519483,-0.0022797508,0.8883055,0.020661153,0.9025638,0.0050141104,0.8820545,0.02746626,0.63748133,-0.02534487,0.6968974,-0.00573494,0.8422248
159,0.008403078,0.8393375,0.0015793948,0.8455577,-0.0018418275,0.8852399,0.0008101117,0.89251846,0.0039905966,0.8810216,0.00045391908,0.63701123,0.00021445702,0.70275795,0.002306997,0.8361193
160,0.028616987,0.8460989,0.017350532,0.8333572,0.016348243,0.8818452,0.030743396,0.88573956,0.012918734,0.8870224,-0.01404052,0.6179609,0.011602398,0.7090358,0.0069049215,0.836612
161,0.0061135255,0.8616586,-0.012403466,0.83648795,0.0012507965,0.8914274,-0.0094189,0.90427923,0.0016814234,0.8810547,-0.005971331,0.63372284,-0.0193289,0.68721956,-0.0011422909,0.8353397
162,-0.0048619737,0.87058675,-0.0015694777,0.83159626,-0.0044373577,0.8903282,0.0023773727,0.8845553,0.0046180803,0.89735925,0.009704439,0.62425524,-0.0025984496,0.70272386,0.016018229,0.8390462
163,-0.015113781,0.8695394,0.0,0.824975,0.0037047162,0.88698643,0.0071141734,0.89357245,0.0038994465,0.9032322,-0.012357516,0.6252351,-0.0008684063,0.6923468,0.0,0.8397037
164,-0.0151919415,0.86686254,0.0031438896,0.8219276,0.010071018,0.8847267,0.012559321,0.88990474,-0.0040234854,0.9108869,0.013901717,0.61324584,-0.011085144,0.69783,-0.0033792385,0.84853953
165,-0.005666317,0.85814124,0.0031351757,0.8190305,0.008918376,0.8882653,0.0054261037,0.8977835,-0.002367515,0.90634406,-0.01188272,0.61367095,0.007032713,0.6947424,-0.010169614,0.8446448
166,0.01567234,0.8586602,0.009374996,0.8184321,0.0027002366,0.89510447,0.020817084,0.9053887,0.002932212,0.90863675,-0.0013869137,0.616845,-0.0039281826,0.68921816,-0.0034242824,0.84300816
167,-0.0012469069,0.86102676,0.009287851,0.81930184,0.003979062,0.89737296,0.009064246,0.9238375,0.0033403733,0.90939474,0.0055571003,0.61723626,0.012708794,0.686164,0.009164422,0.83892804
168,-0.000468954,0.86654776,0.0046012253,0.8246512,0.00030514944,0.90898037,0.016466815,0.942854,0.004996017,0.9176603,0.00092135346,0.620639,0.0,0.6820565,0.015890958,0.8415984
169,-0.0029661192,0.86168426,-0.012214106,0.82516104,-0.012008552,0.90609556,-0.023563819,0.9529018,-0.014082723,0.916534,0.01150526,0.6180832,0.00021589543,0.6825471,-0.031285927,0.8454219
170,-0.008455621,0.86596125,0.006183199,0.829802,-0.0010493057,0.90611035,0.00075353385,0.9458559,0.0049006506,0.90845233,-0.011374394,0.6221797,-0.0010808741,0.6835765,-0.012686554,0.83800983
171,0.011054694,0.859221,-0.02150573,0.8320703,-0.0040144525,0.9070422,-0.0022609227,0.94560534,0.0064109755,0.9043075,-0.010583217,0.62280893,-0.016024107,0.67823374,-0.03271013,0.8312961
172,-0.0068726484,0.8592288,0.0,0.82657045,-0.016309228,0.90672374,-0.0098179355,0.9417012,-0.0037389523,0.907501,0.006510712,0.6164535,-0.006383101,0.6738842,0.013284096,0.8159657
173,0.02453561,0.85561365,0.0015694777,0.8274304,0.018092858,0.8986843,0.0015253661,0.94470114,0.013898974,0.9053407,0.010167474,0.61658794,0.0064241067,0.6713491,0.022646984,0.8173983
174,0.003377809,0.85951704,0.0015681573,0.82264596,-0.0039623943,0.9063109,0.022086384,0.9411074,-0.0009603099,0.90714633,0.02241527,0.614157,-0.0013208372,0.6751836,0.008158434,0.8204522
175,0.017748203,0.86063296,0.02034382,0.82520056,-0.007522504,0.90527046,0.00074558094,0.94985676,-0.0043899873,0.914696,0.0022365814,0.6223636,-0.020934114,0.67526495,0.0069357203,0.82601386
176,-0.0066154627,0.86981773,0.0015333702,0.82741475,-0.008580711,0.8979028,-0.017871039,0.9481898,0.00055074156,0.9072088,0.0062491237,0.61943465,-0.0022509329,0.67181844,-0.008036672,0.8242595
177,0.00499408,0.8737539,0.0091883615,0.8348126,0.010108102,0.8881941,-0.0037907518,0.94505465,0.007162519,0.9039371,-0.010647352,0.62889093,-0.0018042005,0.66732866,0.0034718409,0.82433105
178,0.010540334,0.8797571,0.006070538,0.8321194,-0.0075686174,0.8914741,0.0022832914,0.940028,0.008684723,0.9131488,0.0044847885,0.62654847,-0.0040691635,0.6606576,0.0103807505,0.8191734
179,0.0047685164,0.8902243,0.0015079292,0.83625937,0.0003787581,0.8871647,0.0030378238,0.93988055,0.0011527889,0.9236623,-0.014732914,0.6302909,-0.0056725875,0.6592155,0.0045665205,0.8263229
180,-0.007563389,0.89567274,0.0075304825,0.83721745,-0.016757919,0.8862255,0.031793833,0.938291,-0.0059597814,0.92415696,0.038061652,0.61915857,0.023506217,0.6512878,0.025000619,0.8300492
181,-0.004931392,0.8988565,-0.0029898966,0.8393662,-0.017172292,0.8752903,-0.010272055,0.9509535,0.00095442316,0.91826844,-0.004801192,0.6339003,-0.009811145,0.6646553,0.015520992,0.84610456
182,0.011263146,0.8952691,-0.0014988866,0.84604025,-0.009778866,0.85649824,0.0022241117,0.94173366,-0.0074862125,0.91201365,-0.0065788734,0.6327719,0.009682056,0.655485,-0.00873421,0.85873187
183,-0.03534296,0.9053714,0.0030022734,0.8459319,-0.008821852,0.85574806,-0.023668401,0.94280046,-0.018239178,0.9123356,-0.0026492532,0.63433206,-0.0020062216,0.6573695,-0.005506428,0.8607171
184,-0.00785104,0.8900232,0.008981967,0.8501707,0.017203739,0.84869635,-0.011363635,0.93101823,-0.00069834205,0.8958634,0.0030982813,0.63243365,-0.019218573,0.6583336,0.0066450005,0.8624691
185,0.020946583,0.8890577,0.037092708,0.86241794,0.0071167857,0.8586681,0.013026569,0.9353099,-0.000279297,0.898721,0.017210485,0.6346439,0.019138824,0.6507626,0.037402935,0.8655483
186,-0.0033438613,0.8906945,-0.002861575,0.87972224,-0.0061591915,0.8554032,0.017398069,0.9301414,-0.0011186756,0.8966124,0.0017354912,0.6380764,-0.009389704,0.6599115,0.01590726,0.88041353
187,0.010064247,0.8897262,-0.010759812,0.88656604,0.005479891,0.8547336,-0.021560913,0.9519313,0.010918158,0.8945871,-0.0181886,0.64676875,0.0076736007,0.6507768,0.0020877912,0.8950776
188,0.0040759384,0.89043254,0.019578794,0.8802804,-0.002011452,0.85513026,0.02203603,0.9479239,0.0036001015,0.9040433,0.010586281,0.6448354,0.026875364,0.6610919,0.01562448,0.9012598
189,0.019546652,0.89162004,0.008534848,0.89158326,0.004356446,0.8542069,0.014869887,0.9538599,0.012830798,0.90960765,0.012657298,0.6439552,-0.0058877254,0.67552584,-0.005128037,0.91228753
190,-0.0022122662,0.89841545,-0.0028201903,0.89896625,-0.006473243,0.85835785,-0.0029299855,0.9693526,-0.0008176289,0.9138385,0.024569256,0.65713376,0.010310877,0.6823225,-0.0030924433,0.90949166
191,0.00088706124,0.8954956,-0.005658388,0.89911425,0.012444002,0.8531887,-0.01689951,0.96561354,0.008453474,0.90916663,-0.0054689045,0.6769168,0.007817207,0.68562526,0.0062041353,0.90813047
192,0.0019190965,0.90396357,0.008534848,0.9015683,-0.0005784056,0.86284095,-0.013453093,0.966101,-0.0055435565,0.921369,0.0033844416,0.68475986,0.0051714755,0.6998215,0.015416798,0.91404015
193,0.013117719,0.9002222,-0.0014100951,0.90770394,0.0034771096,0.86549956,-0.025757141,0.96390986,0.0028548823,0.9160802,-0.006746052,0.68493456,-0.015219342,0.7060568,0.009109416,0.9259854
194,0.0027638073,0.91407335,-0.016949141,0.90744436,0.0003845574,0.8704026,0.012440977,0.94131255,0.009624759,0.91730976,0.01103681,0.67753506,-0.0032661122,0.6926503,0.024071818,0.9316883
195,0.004206713,0.91520643,-0.015804935,0.90300286,0.004169143,0.8700496,0.009216404,0.9347011,0.0017454623,0.92794055,0.0033574614,0.6836613,0.0037127472,0.6937611,-0.0068560243,0.9415829
196,-0.018924698,0.9202263,-0.0029200607,0.8939845,-0.0035124237,0.8716344,0.00304476,0.9397094,-0.00067007524,0.93506676,0.02301281,0.6819102,0.001741682,0.6838499,-0.014793373,0.9384713
197,-0.005743359,0.9113171,-0.008784774,0.8947232,0.006345792,0.87031335,-0.009104516,0.9415393,0.009120236,0.9347431,0.0061349045,0.6990973,-0.0030408134,0.6882498,-0.018017262,0.9378694
198,0.0077013187,0.90947574,0.013293944,0.89328045,0.018408723,0.87547076,-0.009189167,0.9360009,0.0019933933,0.9458054,-0.011787758,0.69856435,0.00021748696,0.68798316,0.012232245,0.93707
199,-0.018517613,0.91501826,-0.016034214,0.8913519,0.0036905822,0.8855281,-0.042503815,0.92992413,-0.005173057,0.94814986,0.005347418,0.6967588,-0.003920566,0.6892596,-0.010070161,0.93838865
200,0.01512331,0.9073798,0.014814378,0.8844748,-0.004424983,0.8849329,0.0088785235,0.8928425,0.003866775,0.9435437,0.022504324,0.6959955,0.027771316,0.6825447,0.0061030895,0.9372527
201,-0.005015526,0.9156798,-0.0014594336,0.8840736,-0.02366042,0.88041735,0.0079999985,0.89322984,-0.010493105,0.945728,-0.014806728,0.7078294,-0.0042557027,0.69549704,-0.027299583,0.93949497
202,0.00088988803,0.9101358,0.011695123,0.88328713,0.0017309425,0.86772394,0.025396563,0.90554273,0.0049666567,0.9399985,-0.06539315,0.705635,0.0051283813,0.69683826,0.0031181583,0.9348946
203,-0.01481285,0.90655917,0.0014457869,0.8823828,-0.0005120927,0.8652717,-0.0015477359,0.9133103,-0.0054758606,0.9386198,-0.018253358,0.68491054,0.0002122164,0.6946661,-0.0051811757,0.93276894
204,0.0015044132,0.8929745,0.012987005,0.8827738,0.0059552114,0.8620355,-0.01240354,0.9079526,0.00040308078,0.9339986,-0.011952706,0.67141736,-0.016577775,0.6947074,0.009375107,0.92806906
205,-0.01816628,0.8871294,-0.005698692,0.8891867,-0.0043919906,0.8665111,-0.0094189,0.90415734,-0.0033567753,0.92804396,-0.006720359,0.6623512,0.07715601,0.6826604,-0.0010325477,0.92806137
206,0.0025994072,0.87335765,-0.0042979945,0.8902622,0.006393367,0.86408156,-0.0039619654,0.892813,-0.0021553808,0.92544806,0.011727278,0.65680313,-0.014445526,0.7245203,0.013430141,0.9266237
207,0.029739242,0.87772876,0.001439546,0.89262736,0.035830174,0.86829334,-0.009546346,0.89230114,0.013094259,0.92611444,0.02184567,0.6575648,0.0040707337,0.72889996,-0.0050966707,0.9322891
208,0.01984624,0.8934378,-0.014368502,0.8960098,0.02250858,0.8938382,-0.012048126,0.8956566,-0.0061289365,0.928215,-0.0021809621,0.66400504,-0.029601686,0.72839326,-0.01844283,0.92726237
209,0.018298168,0.9011463,0.020408517,0.88971895,0.013915666,0.9108075,-0.0024392884,0.8898844,0.009652383,0.92035043,0.0043730102,0.6603585,0.01128231,0.7102848,0.0,0.9173784
210,0.0067022135,0.9241057,-0.017142853,0.91120106,-0.012719633,0.9282887,0.005704773,0.8905073,0.008630942,0.9340795,0.0026108916,0.6587832,-0.013430388,0.7204932,-0.0052190335,0.9156261
211,-0.0011333278,0.92631745,-0.0014530699,0.9060949,0.0073108845,0.9136355,-0.0076977853,0.8895886,0.0023696206,0.93615997,0.019541075,0.65655446,-0.0056534517,0.71600455,0.016789127,0.9156039
212,-0.003970778,0.93834984,0.0029104347,0.904163,0.026113642,0.9250454,-0.014292105,0.8873586,-0.0031523318,0.9465837,-0.002982353,0.6576193,0.00021024964,0.72005373,-0.0072238767,0.9256053
213,0.02107422,0.92854285,0.007257246,0.90028733,0.010145247,0.93713,0.008285005,0.87604487,0.0083006,0.94015706,-0.008116344,0.6581153,-0.009896276,0.71883243,-0.0041582827,0.9261916
214,0.0071119647,0.951255,-0.0028821926,0.9073575,0.0032133285,0.9491613,-0.078882836,0.88113546,-0.00457279,0.9564476,-0.015933987,0.657506,-0.026584871,0.7120693,-0.026096247,0.9260493
215,-0.014677899,0.9604162,-0.005779997,0.89851505,0.008180356,0.9452797,0.021410191,0.8545659,0.00511941,0.950599,-0.062144913,0.6549978,0.0034949621,0.7041756,-0.0032151456,0.91244465
216,-0.013630821,0.94961715,-0.030523181,0.87688017,-0.0020430088,0.9508463,-0.04366811,0.8497726,-0.006008244,0.95455444,0.00466686,0.63994193,0.0043548476,0.69146466,-0.01612961,0.9059749
217,0.005128664,0.9425777,0.013493248,0.8609529,-0.006879019,0.95427036,-0.016438574,0.83514595,-0.00039329936,0.9572564,-0.01718472,0.64092785,0.0071545313,0.6992306,0.0010935522,0.8990467
218,-0.0039684633,0.9415052,0.0,0.8495819,-0.0040077544,0.9537995,-0.0018567834,0.83040535,0.0003934541,0.95132905,-0.0018905023,0.63631135,-0.013130357,0.69883126,0.020742105,0.8890841
219,-0.010673293,0.9461387,0.014792468,0.864236,-0.015117693,0.957204,-0.01860457,0.8243796,-0.005780991,0.95858204,0.013257296,0.635237,0.0067613903,0.6958721,0.0010690538,0.9064016
220,-0.0012945229,0.9397051,-0.011661036,0.866096,-0.013189699,0.9532627,0.0037909278,0.81481874,-0.005682085,0.95059067,0.022897206,0.6336038,0.022746954,0.6904187,0.003205882,0.89735323
221,0.019011322,0.9408367,0.010324052,0.86627984,0.01194629,0.95213836,0.014164308,0.8061747,0.019670233,0.9477069,0.02284069,0.6300149,0.026689347,0.6976538,0.0074547366,0.898345
222,0.003817099,0.93884325,0.0058390605,0.87013906,-0.00555191,0.9526299,-0.0027935996,0.8004807,-0.00026050027,0.95453596,0.03305091,0.6303088,0.01856855,0.70891476,-0.0105715655,0.89106846
223,0.013093961,0.9407272,0.014514492,0.88082665,-0.0009995382,0.94935274,-0.008402834,0.79641885,0.0053452705,0.95709264,0.020752953,0.6323984,0.0038479203,0.7152378,0.019231066,0.8930726
224,0.012509059,0.94115466,0.024320789,0.8911109,0.01859036,0.9480167,0.037664782,0.79375654,0.015173003,0.95609486,0.010164805,0.6463929,0.014729845,0.7330972,0.026205609,0.8975413
225,-0.003431747,0.94684833,-0.0027936317,0.9174961,0.010511885,0.9518256,-0.01088907,0.7998379,0.0010220711,0.96908724,-0.0033547282,0.6481332,-0.0021871477,0.7396132,-0.001022001,0.91736466
226,0.0045455745,0.94431245,0.004201678,0.91835815,5.7398927e-05,0.9498412,0.0064217923,0.78620225,-0.0010210276,0.96595514,0.0122008575,0.65324754,-0.012554761,0.7418353,-0.0071574682,0.91355395
227,-0.011792004,0.94935113,-0.016736392,0.92282546,-0.0050292024,0.9496842,-0.0018229315,0.78978425,-0.016606955,0.96475494,0.015377675,0.65479445,0.0060536736,0.74149615,-0.006178582,0.91833687
228,-0.0012487199,0.9460744,0.021276517,0.90705156,-0.005859508,0.9492132,0.025570992,0.7875916,0.0070145456,0.9569272,0.018011166,0.670486,0.002808489,0.7463252,0.033160836,0.9191952
229,-0.022506148,0.9515346,0.02083332,0.9226579,-0.020743113,0.9476048,0.0044523575,0.7995656,-0.01535057,0.96029234,0.00402134,0.68319535,0.032407418,0.7477509,0.021063123,0.93331033
230,-0.0042643016,0.94348913,-0.008163261,0.93465614,0.0139844,0.9401395,0.02393587,0.80005413,-0.00917052,0.9508206,-0.0036054547,0.6941718,-0.055609353,0.7631554,-0.025541063,0.94669086
231,0.000571509,0.9409588,-0.002743815,0.92860895,-0.0046549025,0.9465806,0.019913698,0.8039156,-0.006611368,0.94312584,-0.016076054,0.6957527,-0.0123101,0.7384602,0.0030249052,0.9370418
232,-0.025534855,0.9418703,0.030262008,0.9286364,-0.0073082247,0.94479865,-0.015280405,0.8116807,-0.001730299,0.94023633,-0.015523068,0.6927507,-0.01329555,0.72754014,0.007035175,0.93748844
233,-0.0026359877,0.93187577,0.0026695172,0.93974304,-0.00094245543,0.9446867,-0.019827792,0.81255805,0.00026641216,0.93507826,-0.0004157706,0.6952446,-0.008420479,0.71804225,-0.015968166,0.9391621
234,0.01878863,0.92686355,-0.03328856,0.9460341,-0.003714117,0.9437033,-0.006156266,0.81105894,-0.0154620465,0.93345344,-0.0037356045,0.6951548,0.023991156,0.711682,-0.018255789,0.9327019
235,0.011669166,0.92582345,-0.001377076,0.9293009,0.0018343028,0.9431773,0.015043955,0.8077718,0.00744662,0.9135533,0.013750722,0.69417495,-0.023429066,0.71027005,-0.016529037,0.92071587
236,0.0146680735,0.9298788,-0.0151726715,0.9343676,0.00029556177,0.94032747,-0.0017433955,0.818468,0.012229475,0.91589123,0.0071917106,0.6947979,0.01146445,0.6945039,-0.011554909,0.9181992
